日付,曜日,テーマNo,テーマ ( タイトル ),AIへの命令文の例
2030/09/14,水,No.04552,激しい嵐の中の静かな湖面,台風のような激しい暴風雨で、木々がなぎ倒され、物が吹き飛んでいる中、中央にある湖の「水面」だけが、鏡のように波一つなく静止している異様な光景を生成してください。
2030/09/15,木,No.04553,傷を癒す剣,戦場で負傷した兵士に、別の兵士が「剣」を向けているが、その剣の切っ先から光が放たれ、兵士の傷が癒えていく（武器だが治癒の力を持つ）様子を生成してください。
2030/09/16,金,No.04554,食事と睡眠が必要な幽霊,古い洋館に住む半透明の「幽霊」が、キッチンで冷蔵庫を開けて食べ物を探したり、ベッドでいびきをかいて寝ていたりする、生者と変わらない生活を送る様子を生成してください。
2030/09/17,土,No.04555,歯車の一部として働く人々,巨大な時計台の内部で、人々が巨大な歯車の一部（歯）となり、他の歯車と噛み合いながら、時計を動かすために必死に働いている様子を生成してください。
2030/09/18,日,No.04556,未来の遺跡を発掘する考古学者,砂漠の中で、考古学者が発掘作業をしているが、彼らが掘り出しているのは、古代の土器ではなく、明らかに未来の（あるいは現代の）超高層ビルの「遺跡」である様子を生成してください。
2030/09/19,月,No.04557,飲むから渇く水,砂漠をさまよう人が、オアシスで水を飲むが、その水は飲めば飲むほど逆に喉が渇いてしまうという呪いの水であり、苦悶している様子を生成してください。
2030/09/20,火,No.04558,分裂して群衆になる人,広場で、一人の人物が歩いていると、その体が次々と分裂し、あっという間に数百人の「群衆」になり、また何事もなかったかのように一人の人物に戻っていく様子を生成してください。
2030/09/21,水,No.04559,底なし沼としての「絶望」,落ち込んでいる人物の足元が、「絶望」という感情によって物理的に底なし沼と化し、その体がゆっくりと引きずり込まれていく様子を生成してください。
2030/09/22,木,No.04560,パターン化されたランダム,カジノのルーレットで、ディーラーが球を投げ入れると、球は完全にランダムに動いているように見えるが、毎回必ず「7」の数字に落ちる（偶然が必然になっている）様子を生成してください。
2030/09/23,金,No.04561,ゴールできない単純な迷路,子供でも解けそうな、非常に単純な一本道の迷路に挑戦している大人が、なぜか永遠にゴールにたどり着けず、同じ場所をぐるぐる回って混乱している様子を生成してください。
2030/09/24,土,No.04562,3ページで終わらない本,「3ページで完結」と書かれた薄い本を読んでいる人が、3ページ目をめくっても、なぜかまた新しい3ページ目が現れ、永遠に読み終わらない様子を生成してください。
2030/09/25,日,No.04563,壁を抜け、ドアを通れない,一人の人物が、レンガ造りの「壁」は幽霊のようにすり抜けることができるのに、その壁にある「ドア」だけは物理的に通ることができず、ドアノブを押して困っている様子を生成してください。
2030/09/26,月,No.04564,重さ無限大の「0個のリンゴ」,テーブルに置かれた空っぽのカゴに、「リンゴ：0個」という札が付いているが、そのカゴは「無限の重さ」を持っており、テーブルが重さに耐えきれずきしんでいる様子を生成してください。
2030/09/27,火,No.04565,「平和」と名付けられた戦争機械,軍事パレードで、無数のミサイルやレーザー砲を搭載した、恐ろしく巨大な戦争機械（ロボット）が行進しており、その機体に「PEACE（平和）」と大きく書かれている様子を生成してください。
2030/09/28,水,No.04566,スタートラインがゴールテープ,マラソン大会で、選手たちがスタートラインに並んでいるが、そのスタートラインが、ゴールする時に切る「ゴールテープ」になっている様子を生成してください。
2030/09/29,木,No.04567,鍵があるから作られた鍵穴,最初からそこにあった古代の「鍵」にぴったり合うように、後から壁に「鍵穴」を掘っている（原因と理由が逆転）職人の様子を生成してください。
2030/09/30,金,No.04568,答えを知っている人だけが解ける質問,賢者の前にひざまずく挑戦者が、「答えが『42』であることを知っている者だけが解ける質問をせよ」という、矛盾した問いに悩んでいる様子を生成してください。
2030/10/01,土,No.04569,怠け者ほど豊かになる世界,オフィスで必死に働いている人はボロボロの服を着て貧しく、一方でデスクで居眠りばかりしている怠け者が、豪華なスーツを着て豊かになっている、努力と結果が逆比例した世界を生成してください。
2030/10/02,日,No.04570,自分の死の瞬間を「記憶」している子供,公園で遊ぶ幼い子供が、友達に「私ね、50年後にこうやって死ぬのを『覚えてる』の」と、未来の自分の死の瞬間を、まるで過去の記憶のように鮮明に語っている様子を生成してください。
2030/10/03,月,No.04571,着る人によって変わる制服,学校の教室で、生徒全員が同じデザインの「制服」を着ているはずなのに、その制服が、着ている生徒の個性や気分に合わせて、色や形が一人ひとり微妙に（あるいは大胆に）変化している様子を生成してください。
2030/10/04,火,No.04572,音のない市場,アジアの活気ある市場で、大勢の人が行き交い、店主が叫び、商品が並べられているが、その風景は完全に「無音」で、まるでサイレント映画の一場面のような静寂に包まれている様子を生成してください。
2030/10/05,水,No.04573,完成後に破壊される芸術,芸術家が、何年もかけて制作した完璧な彫刻作品を、完成させたその瞬間に、自らの手でハンマーを持って破壊し始めている様子を生成してください。その表情は満足げです。
2030/10/06,木,No.04574,腐敗した花を愛でる人々,花瓶に生けられた花が、美しく咲いているのではなく、茶色く変色し、腐敗して崩れかけているが、人々はそれを「最も美しい状態」として、うっとりと眺めている様子を生成してください。
2030/10/07,金,No.04575,両方に反応する嘘発見器,尋問室で、容疑者が「はい」と答えると、嘘発見器の「真実（TRUE）」と「嘘（FALSE）」の両方のランプが同時に激しく点滅し、尋問官が混乱している様子を生成してください。
2030/10/08,土,No.04576,憎しみで愛を表現する二人,二人の人物が、お互いに激しい憎しみの言葉をぶつけ合い、睨み合っているが、その表情の奥には深い「愛」が感じられ、それが彼らにとっての唯一の愛情表現であるかのような様子を生成してください。
2030/10/09,日,No.04577,絶望の底にある希望の種,真っ暗で底が見えない「絶望」の穴の底に、一人の人物がうずくまっているが、その手のひらの中で、小さな「希望の種」が一つだけ、かすかな光を放っている様子を生成してください。
2030/10/10,月,No.04578,開いた鳥かごから出ない鳥,扉が大きく開け放たれている鳥かごの中で、鳥が、外の自由な空を見ているにもかかわらず、一歩も外に出ようとせず、かごの中（束縛）に留まり続けている様子を生成してください。
2030/10/11,火,No.04579,読むほど読めなくなる呪い,図書館で、一人の人物が本を読めば読むほど、その人物の目から文字が「読めなく」なっていき、最終的に本がただの白紙にしか見えなくなる呪いにかかっている様子を生成してください。
2030/10/12,水,No.04580,壊れないが切れない剣,伝説の「壊れない剣」を手にした戦士が、敵に斬りかかるが、その剣は全く「切れず」、まるで鈍器のようにも役に立たない様子を生成してください。
2030/10/13,木,No.04581,思考だけが光速の男,椅子に座ったまま全く動かない（動けない）人物が、その「思考」だけが光速を超えて宇宙の果てまで飛び回り、膨大な情報を処理している様子を、頭の周りにエフェクトをつけて生成してください。
2030/10/14,金,No.04582,光源のない明るい地下室,窓も電灯もろうそくも、一切の「光源」がないはずの真っ暗な地下室が、なぜか昼間のように明るく照らされている不思議な空間を生成してください。
2030/10/15,土,No.04583,凍える太陽光,雪と氷に覆われた惑星で、空には巨大な「太陽」が輝いているが、その太陽から降り注ぐ光は「熱」ではなく「冷気」であり、光が当たるほど物が凍りついていく様子を生成してください。
2030/10/16,日,No.04584,流動する鉄,鍛冶屋が、金床（かなとこ）の上で、真っ赤に熱した「鉄」を打とうとしているが、その鉄がまるで水やスライムのように「柔らかく」流動的で、形が定まらない様子を生成してください。
2030/10/17,月,No.04585,美味だが後味が苦い果実,楽園のような場所で、人々が黄金色に輝く「究極の美味」とされる果実を食べて恍惚の表情を浮かべているが、食べた直後に、耐え難い「苦味」で顔を歪めている様子を生成してください。
2030/10/18,火,No.04586,嗅ぐ人によって香りが変わる花,一つの不思議な花を、二人の人物が同時に嗅いでいるが、一人は「最高の芳香」としてうっとりし、もう一人は「最悪の悪臭」として鼻を押さえている様子を生成してください。
2030/10/19,水,No.04587,不調和な演奏による調和,オーケストラの各演奏者が、全員バラバラの曲を、バラバラのテンポで（不調和に）演奏しているが、それらが組み合わさった結果、なぜかホール全体には完璧に「調和」した美しい交響曲が響いている様子を生成してください。
2030/10/20,木,No.04588,完璧な秩序のスラム街,見た目はゴミや廃材で溢れた「スラム街」だが、そのゴミの配置や建物の並びが、数学的な法則に基づいた完璧な「秩序」で整然と管理されている異様な風景を生成してください。
2030/10/21,金,No.04589,毎日細部が変わる同じ景色,部屋の窓から見える景色が、毎日「同じ」山と空（単調）だが、よく見ると、山の形や雲の色、木の生え方などが、毎日微妙に「変化」し続けている様子を生成してください。
2030/10/22,土,No.04590,予測可能な「予測不可能」,ある機械が、サイコロを振るなどして「予測不可能」な動きをしているが、その「予測不可能な動きのパターン」自体が、完璧に「予測可能」な周期を持っている様子をグラフなどで示してください。
2030/10/23,日,No.04591,論理的だが意味不明なスピーチ,政治家が、非常に「論理的」で説得力のある口調でスピーチをしているが、その内容（単語）は「空飛ぶ魚は三角形の夢を見る」といった、全く「意味不明」なものである様子を生成してください。
2030/10/24,月,No.04592,逆方向に進む最短ルート,カーレースで、他の車がゴールに向かって進む中、一人のレーサーだけが「合理的」な判断として、わざと「非合理」にスタート地点に向かって逆走しており、それがなぜか最短ルートになっている様子を生成してください。
2030/10/25,火,No.04593,嵐の海の穏やかな船長,激しい嵐で船が大きく揺れ、他の船員たちがパニックになっている中、船長だけが、まるで穏やかな午後のティータイムのような、落ち着き払った穏やかな笑顔で舵を握っている様子を生成してください。
2030/10/26,水,No.04594,紙でできた巨大なアンカー,巨大な戦艦から降ろされている「アンカー（錨）」が、重い鉄ではなく、軽いはずの「紙」（折り紙や和紙のような質感）でできており、水面に浮かんでいる様子を生成してください。
2030/10/27,木,No.04595,古代の剣術を学ぶサイボーグ,日本の静かな道場で、着物姿の老剣術家が、体の半分以上が機械化された未来の「サイボーグ」に、竹刀を使って「剣術」の型を教えている様子を生成してください。
2030/10/28,金,No.04596,騒々しく心地よい静寂,工事現場の真ん中で、ドリルやハンマーの「騒々しい」音が鳴り響いているが、そこで瞑想している人物の耳には、それらの音が、まるで「心地よい静寂」のBGMのように聞こえている（表情は穏やか）様子を生成してください。
2030/10/29,土,No.04597,運命を決める「偶然」の擬人化,雲の上で、擬人化された「偶然」が、ニヤリと笑いながら地球に向かってサイコロを振っており、その出目によって地上の人々の運命（出会いや事故）が決まっている様子を生成してください。
2030/10/30,日,No.04598,王に説教する道化師,玉座に座る威厳のある「王」が、カラフルな衣装を着た「道化師」から、指をさされて真剣な表情で「説教」されており、王は神妙な顔でそれを聞いている（力関係の逆転）様子を生成してください。
2030/10/31,月,No.04599,巨大ビルの小人清掃員,超高層ビルの巨大な窓ガラスを、ゴンドラに乗って清掃している作業員が、その窓ガラスのサイズに対して、まるで「小人」のように極端に小さく描かれている（スケールの不一致）様子を生成してください。
2030/11/01,火,No.04600,奏でる建築都市,都市のビル群が、それぞれピアノの鍵盤やギターの弦、管楽器のような「楽器」の形をしており、街全体が一つのオーケストラとなって「音楽」を奏で、その音色に応じてビルの形が変化している様子を生成してください。
2030/11/02,水,No.04601,歓喜に沸く廃墟,崩壊し、植物に覆われた都市の瓦礫の中で、人々がまるで祭りかのように心からの喜びの表情で踊り狂っている様子を生成してください。
2030/11/03,木,No.04602,液体の影,明るい日差しの中、人物や物体から伸びる影が、黒い水たまりのように波立ち、滴り落ち、流れている様子を描いてください。
2030/11/04,金,No.04603,ネオン街の縄文人,サイバーパンクな高層ビルとホログラム広告が輝く未来都市の交差点で、縄文時代の服装をした人々が焚き火を囲み、狩りの準備をしている風景。
2030/11/05,土,No.04604,騒がしい無音,完全に防音された部屋で、一人の人物が耳を塞いで苦悶の表情を浮かべている。静寂が視覚的なノイズや空間の歪みとして表現されている様子。
2030/11/06,日,No.04605,怠惰を運ぶ配達員,「怠惰」という概念を擬人化した、半分溶けたような姿の配達員が、カタツムリよりも遅い速度で荷物を運ぼうとしている（が、ほとんど進んでいない）様子。
2030/11/07,月,No.04606,本に読み聞かせされる図書館員,巨大な革張りの古書がページを開き、その前に真剣な表情で正座している図書館員に向かって、物語を「読み聞かせ」ているシーン。
2030/11/08,火,No.04607,海を泳ぐ蟻,荒れ狂う嵐の太平洋の真ん中を、一匹の島ほどもある巨大な蟻が、必死に泳いで渡っている様子を、航空写真のような視点で描いてください。
2030/11/09,水,No.04608,色のついた交響曲,コンサートホールでオーケストラが演奏している。しかし、楽器からは音符ではなく、鮮やかな色の絵の具や光の粒子が噴き出し、空間を彩っている様子。
2030/11/10,木,No.04609,石英の森,森の木々がすべて半透明の水晶でできており、幹や枝葉は結晶構造をしている。太陽の光がそれを透過し、地面に複雑な虹色の模様を描いている風景。
2030/11/11,金,No.04610,毛糸で編まれた城壁,中世の城を囲む巨大な城壁が、すべてカラフルな毛糸で編まれている様子。敵が放った弓矢が毛糸に突き刺さり、一部がほつれている。
2030/11/12,土,No.04611,重力が逆さまの市場,人々が天井に足をつけて歩いている市場。屋台の商品はすべて「上」に向かって陳列されており、客は天井からぶら下がった商品を選んでいる。
2030/11/13,日,No.04612,時間を止める時計,アンティークな懐中時計が机の上に置かれている。その時計の周囲だけ、こぼれた紅茶のしずくが空中で静止し、埃が止まって見えるなど、時間が停止している様子。
2030/11/14,月,No.04613,涙の結晶でできた宝石,顕微鏡で拡大したような、複雑で美しい結晶構造を持つ「涙の結晶」。それが指輪やネックレスの宝石として加工されている様子。
2030/11/15,火,No.04614,蒸気機関で動くピラミッド,古代エジプトの砂漠で、巨大なピラミッドが蒸気機関の煙突から黒煙を上げ、歯車とキャタピラでゆっくりと砂漠を移動している姿。
2030/11/16,水,No.04615,怒りを燃料にする蒸気機関車,怒りの感情が赤いオーラとして可視化され、機関士が叫ぶほどにそのオーラが機関車に流れ込み、列車が猛スピードで走る様子。
2030/11/17,木,No.04616,回路基板のように広がる森,上空から見た森の木々や川の流れが、電子回路のパターンのように直線的かつ幾何学的に配置され、光ファイバーのように光る菌糸類が地表を這っている。
2030/11/18,金,No.04617,夢日記から実体化する怪物,ベッドの横に置かれた夢日記から、インクが実体化して不気味な怪物の姿を形作り、部屋に這い出そうとしている瞬間。
2030/11/19,土,No.04618,おとぎ話の姫がサイバーパンクの世界へ,豪華なドレスを着たおとぎ話の姫が、ネオンきらめくサイバーパンク都市のゴミ捨て場に迷い込み、ドローンやサイボーグに戸惑っている様子。
2030/11/20,日,No.04619,重力が絵の具のように垂れる空間,空間自体がキャンバスのようで、重力が特定の部分だけ絵の具のように「垂れ」、建物や人々がその方向に歪んで引き伸ばされている超現実的な風景。
2030/11/21,月,No.04620,浮世絵とサイバーパンクの融合,浮世絵の構図と筆致で、サイボーグの侍がネオン街の屋根の上でドローンと戦っているシーンを描いてください。
2030/11/22,火,No.04621,満員電車にいる宇宙人,日本の満員電車で、他の乗客と同じように無表情で吊り革につかまっているが、一人だけ明らかにタコ型の頭部を持つ宇宙人がいる日常風景。
2030/11/23,水,No.04622,猫の手も借りたいオフィス,「猫の手も借りたい」状況を文字通りに解釈し、忙しいオフィスでスーツを着た人間たちに混じって、二足歩行の猫たちがキーボードを打ったり電話応対したりしている様子。
2030/11/24,木,No.04623,翼の生えた魚の群れ,空を海のように、巨大な翼（鳥や蝶のような）を持つ魚の群れが、雲の間を優雅に泳いでいる（飛んでいる）風景。
2030/11/25,金,No.04624,記憶が宝石になる図書館,図書館の書架に本はなく、代わりに様々な色や形に結晶化した「記憶の宝石」が並べられている。人々は宝石に触れて記憶を追体験している。
2030/11/26,土,No.04625,雨が降ってから雲ができる,地面から水滴がゆっくりと空に昇っていき、それらが集まって空に雲を形作っていく、原因と結果が逆転した世界の雨上がりの風景。
2030/11/27,日,No.04626,嘘をつくと口から煙が出る,会話をしている人々のうち、一人が嘘をついた瞬間、その口から黒い煙がモクモクと吹き出している様子。
2030/11/28,月,No.04627,忘れられた記憶の墓場,霧深い谷間に、忘れ去られた人々の記憶が墓石の形をとって無数に並んでいる。墓石には名前ではなく「初恋の味」や「子供の頃の夢」と刻まれている。
2030/11/29,火,No.04628,和室の畳が生えている森,森の地面がすべて青々とした畳で覆われており、木々の代わりに巨大な障子や襖が立ち並んでいる奇妙な風景。
2030/11/30,水,No.04629,ペンが小説家を雇う,巨大な万年筆が社長のようにデスクに座り、その前で緊張した面持ちの小説家が面接を受けている、道具が人間を使う世界の様子。
2030/12/01,木,No.04630,怒りで夏が来る,一人の人物が激しく怒った瞬間、周囲の雪景色が急速に溶け、真夏の太陽が照りつける灼熱の風景へと一変する様子。
2030/12/02,金,No.04631,赤ちゃんの外見の賢者,見た目はよだれかけをした赤ちゃんだが、その目には深い叡智が宿っており、老練な王や学者たちに助言を与えている姿。
2030/12/03,土,No.04632,隣の部屋まで10年かかる,ごく普通の家の中だが、リビングから隣の寝室へ続く廊下が果てしなく長く歪んでおり、そこを老人が杖をついて歩いている。出発した時は青年だった。
2030/12/04,日,No.04633,赤い色が爆発音で聞こえる,街中の赤いポスト、信号、リンゴなどが、まるでそこから爆発音が鳴り響いているかのように、周囲の人々が耳を塞いでいる様子。（共感覚の視覚化）
2030/12/05,月,No.04634,風船が地面に沈む,誕生日パーティーの部屋で、カラフルな風船がすべてヘリウムではなく重い鉛のように床に「沈み」、子供たちがそれを持ち上げようと苦労している。
2030/12/06,火,No.04635,家の外側に家具がある,家の内側は空っぽで壁紙だけが貼られており、家の外壁にソファや本棚、ベッドなどがすべて配置されている奇妙な生活風景。
2030/12/07,水,No.04636,走っている人が静止画,マラソン大会で多くのランナーが走っているが、そのうちの一人だけが、走るポーズのまま完全に静止しており、周りの風景だけが流れている。
2030/12/08,木,No.04637,四角い形の時計が料理をする,壁に掛かった四角いアナログ時計が、時計の針を器用に使ってフライパンで野菜を炒めている。時計の機能は果たしていない。
2030/12/09,金,No.04638,死んだ花が咲き続ける,花瓶に生けられた花はすべて枯れて茶色く変色しているが、その枯れた花から鮮やかな新しい花が次々と咲き続けている様子。
2030/12/10,土,No.04639,指先が体より大きい,人物の体は通常サイズだが、その片手の指先（人差し指）だけが異常に巨大化し、ビルほどの大きさになっているアンバランスなポートレート。
2030/12/11,日,No.04640,恐竜と宇宙人が同じ時代にいる,原始的なジャングルでティラノサウルスが吠えている。その上空をUFOが飛び交い、宇宙服を着たエイリアンが恐竜を調査している。
2030/12/12,月,No.04641,火が水を生む,燃え盛る焚き火の炎の先端から、水滴が生まれ、それが流れ出して小さな小川を作っている。原因と結果が循環している。
2030/12/13,火,No.04642,一人の人間が群衆になる,一人の人物が歩いていると、その姿が分裂し、瞬く間に同じ顔、同じ服装の群衆となって通りを埋め尽くす様子。
2030/12/14,水,No.04643,愛が触れることができる球体,「愛」という概念が、温かく淡い光を放つ、手のひらサイズの透明な球体として実体化し、人々がそれを大切そうに受け渡ししている。
2030/12/15,木,No.04644,毎回サイコロが同じ目を出す,カジノのテーブルで、ディーラーが何度サイコロを振っても、必ず「1」の目しか出ない。客は呆然とし、ディーラーは汗をかいている。
2030/12/16,金,No.04645,宇宙の仕組みが一目で分かる,子供部屋の壁に貼られた一枚のポスターに、宇宙の始まりから終わりまでのすべての法則と仕組みが、非常にシンプルで分かりやすい図解で描かれている。
2030/12/17,土,No.04646,1秒が永遠に続く,時計の秒針が「カチッ」と動いた瞬間、世界が停止し、その「1秒」の間だけ、人々は永遠とも思える時間を体験している。一人は本を1万冊読み終えている。
2030/12/18,日,No.04647,空を飛ぶことができない鳥,鳥の群れが、飛ぶことを忘れ、あるいは飛べなくなり、地上を人間のように二足歩行で通勤ラッシュのように移動している。
2030/12/19,月,No.04648,1個のリンゴが100個より多い,天秤の一方の皿に1個のリンゴ、もう一方の皿に100個のリンゴが乗っているが、1個のリンゴの方が重く、天秤が傾いている。
2030/12/20,火,No.04649,「猫」という名前が犬を指す,ペットショップで、「猫」と書かれたケージの中に明らかに犬（例：柴犬）が入っており、客もそれを「猫」として撫でている。
2030/12/21,水,No.04650,人生の始まりが死,墓場から老人が「生まれ」、徐々に若返っていき、最終的に赤ちゃんの姿で母親の胎内に「戻る」。時間の逆行。
2030/12/22,木,No.04651,雨が降る理由が雲を作る,人々が「雨が降ってほしい」と強く願う（理由）と、その願いが集まって空に雲が形成され、雨が降る（原因）。
2030/12/23,金,No.04652,「なぜ？」という質問が答え,賢者が「人生の意味とは？」と問うと、その質問（「なぜ？」という問いかけ自体）が光り輝き、それが答えであることを示す。
2030/12/24,土,No.04653,勉強すればするほど頭が悪くなる,図書館で必死に勉強している学生の頭から、知識が煙のように抜け出ていき、表情がどんどん無知になっていく様子。
2030/12/25,日,No.04654,昨日の記憶が明日の出来事,一人の人物が「昨日の記憶」（例：友人とカフェに行った）を思い出すと、次の日、その記憶と全く同じ出来事（友人とカフェに行く）が現実に起こる。
2030/12/26,月,No.04655,全員が違う服を着ているのに同じに見える,街を歩く人々は全員、色も形も全く違う奇抜な服を着ているが、なぜか全員が同じに見え、没個性的である。
2030/12/27,火,No.04656,無音が爆音に聞こえる,静かな雪景色の中、人々はまるで大音量のロックコンサートにいるかのように耳を塞ぎ、顔をしかめている。
2030/12/28,水,No.04657,失敗することが最高の成功,発明家が実験に大失敗し、研究室が爆発でめちゃくちゃになっている。しかし、発明家はガッツポーズで最高の笑顔を見せ、周りから祝福されている。
2030/12/29,木,No.04658,花が汚く見える,美しい花畑が広がっているが、人々はそれを見て顔をしかめ、まるでゴミの山を見るかのように嫌悪感を抱いている。
2030/12/30,金,No.04659,真実を言うと嘘になる,法廷で証人が「真実」を語った瞬間、その言葉が黒いインクに変わって蒸発し、誰も信じなくなる。嘘は白い光になる。
2030/12/31,土,No.04660,愛するほど憎しみが深くなる,恋人同士が深く抱きしめ合っているが、その表情は愛情と同時に激しい憎しみに歪んでおり、背中には爪を立てている。
