日付,曜日,テーマNo,テーマ ( タイトル ),AIへの命令文の例
2029/09/09,金,No.04182,逆再生する人生,ある人々は、老人として生まれ、徐々に若返っていき、赤ん坊として死んでいく。老人の姿で学校に通い、子供の姿で働いている。彼らは「未来」を記憶として持ち、「過去」を知らない様子を生成してください。
2029/09/10,土,No.04183,絵画の中の天気を現実にする画家,画家がキャンバスに「嵐」を描けば現実世界が嵐になり、「太陽」を描けば晴れ渡る。彼は、干ばつに苦しむ村のために、命を削るようにして「雨」の絵を必死で描いている様子を描いてください。
2029/09/11,日,No.04184,「いいね！」で成長する植物,SNSへの投稿が「いいね！」を貰うたびに、部屋に置かれた観葉植物が成長する。しかし、「いいね！」が貰えないと枯れてしまうため、持ち主は必死で「バズる」投稿をしようとしている様子を生成してください。
2029/09/12,月,No.04185,機械の神様に祈る原始人,森の奥深くに住む原始的な部族。彼らが「神」として崇めているのは、太古の昔に墜落し、半分土に埋まった、巨大な人型ロボットの残骸だった。彼らはロボットの周りで火を焚き、踊りを捧げている様子を描いてください。
2029/09/13,火,No.04186,沈黙の競売（オークション）,競売（オークション）会場。しかし、そこでは誰も声を出さない。入札は、目配せや指のわずかな動き、あるいは「沈黙の重さ」によって行われる。非常に高価な品（例：失われた感情）が、静寂の中で競り落とされる瞬間を描いてください。
2029/09/14,水,No.04187,空飛ぶ教室,学校の校舎が、まるで鳥のように翼を広げ、生徒たちを乗せたまま空を飛んでいる。窓の外には雲海が広がり、生徒たちは「世界」を移動しながら地理や歴史を学んでいる様子を生成してください。
2029/09/15,木,No.04188,「怒り」を薪にする人々,その村では、冬を越すための暖房の燃料が「怒り」の感情。人々は、冬が近づくと、わざと互いに喧嘩をしたり、不満を爆発させたりして「怒り」を集め、それを特殊な炉で燃やしている様子を描いてください。
2029/09/16,金,No.04189,影が逆さまに落ちる世界,太陽が上にあるにもかかわらず、人や物の影が、地面ではなく空に向かって（逆さまに）伸びていく。人々は、空に伸びる自分の影を見上げながら歩いている様子を描いてください。
2029/09/17,土,No.04190,モノクロの世界で色を売る商人,すべてが白黒の世界で、一人の商人だけが「色」を小瓶に入れて売っている。「赤」を飲むと情熱的になり、「青」を飲むと冷静になる。人々は、その高価な「色」を求めて行列を作っている様子を生成してください。
2029/09/18,日,No.04191,海の上の砂漠,広大な海。しかし、その海面には、まるで陸地のように砂漠（砂丘）が広がっており、人々はそこでラクダに乗って生活している。砂漠の下は深い海である様子を描いてください。
2029/09/19,月,No.04192,「絶望」で光る灯台,その灯台は、人々の「絶望」をエネルギー源にして光を放ち、嵐の中の船を導く。灯台守は、遭難者から集めた絶望的な手紙を読み上げ、それを燃料として光を灯し続けている様子を生成してください。
2029/09/20,火,No.04193,レンガでできた雲,空に浮かぶ雲が、フワフワした綿ではなく、赤茶色の「レンガ」でできており、それが組み合わさって雲の形を成している。時折、レンガが崩れて地上に落ちてくるため、人々はヘルメットを被っている様子を描いてください。
2029/09/21,水,No.04194,「物語」を食べる怪物、結末を知りたがる,本や映画の「物語」を食べてしまう怪物。しかし、物語の途中で食べてしまうと、続き（結末）が気になって仕方なくなり、作者や観客に「結末はどうなるんだ？」と詰め寄っている様子を生成してください。
2029/09/22,木,No.04195,歌うことでしか会話できない人々,人々が、通常の「話し言葉」を失い、すべてのコミュニケーションを「歌」（ミュージカルのように）で行わなければならない世界。スーパーでの買い物や、会社での真剣な会議も、すべて歌と踊りで繰り広げられている様子を描いてください。
2029/09/23,金,No.04196,氷の火山,山頂から噴き出しているのは、燃え盛る溶岩ではなく、絶対零度の「冷気」と「氷の結晶」。噴火が起こると、周囲は一瞬で凍りつき、美しい氷の世界が広がる。人々は防寒着でそれを見物している様子を生成してください。
2029/09/24,土,No.04197,自分の「可能性」をペットにする子供,子供たちが、自分自身の「未来の可能性」（例：「医者になる自分」「画家になる自分」）を、小さな光る生き物のようなペットとして飼っている。しかし、一つの可能性を選ぶ（育てる）と、他の可能性は消えてしまう様子を生成してください。
2029/09/25,日,No.04198,活字でできた雨,空から降ってくるのは水滴ではなく、無数の「活字」（アルファベットや漢字）。人々は傘をさし、地面に積もった「言葉」を拾い集め、詩や物語を作ろうとしている様子を描いてください。
2029/09/26,月,No.04199,「愛」を計量する天秤,裁判所（あるいは役所）に、巨大な天秤が置かれている。離婚調停や相続などで、人々が「愛」や「絆」の重さを証明するために、思い出の品や手紙を天秤に乗せ、その「重さ」を計量している様子を描いてください。
2029/09/27,火,No.04200,始まりと終わりが同時に存在する場所,駅のホーム。片方には「出発（始まり）」する希望に満ちた人々が、もう片方には「到着（終わり）」して疲れ果てた人々がいる。しかし、そのホームは円環状になっており、出発がそのまま到着に繋がっている様子を、メビウスの輪のように描いてください。
2029/09/28,水,No.04201,絶望的なカーニバル,カラフルな風船やメリーゴーランドが並ぶカーニバル会場で、すべての人々が顔を伏せて静かに泣いている様子を描いてください。
2029/09/29,木,No.04202,石で編まれた霧,石畳の古い街並みを、まるで毛糸で編まれたかのようにゴツゴツとした質感を持つ霧が覆っている風景を生成してください。
2029/09/30,金,No.04203,ネオン街の縄文土器,サイバーパンクな高層ビルが立ち並ぶ未来都市の路地裏で、ホログラムの広告に照らされている巨大な縄文式土器を描いてください。
2029/10/01,土,No.04204,ささやくような轟音,巨大な滝が流れ落ちているが、その音は全く聞こえず、代わりに耳元で囁かれるような小さな音だけが響いている奇妙な風景を生成してください。
2029/10/02,日,No.04205,怠惰を司る歯車,非常に複雑で巨大な機械装置の中心部で、最も重要な歯車が一つだけ錆びつき、ゆっくりと、まるで眠っているかのように動いている様子を描いてください。
2029/10/03,月,No.04206,植物に支配された図書館,図書館の内部が巨大な蔓や植物に完全に覆われ、本棚の代わりに植物が「知識」を実らせており、司書が植物の世話をしている様子を生成してください。
2029/10/04,火,No.04207,銀河を泳ぐプランクトン,宇宙空間に、地球の海にいるプランクトンのように微細でありながら、星々と同じスケール感で漂う発光する生物を描いてください。
2029/10/05,水,No.04208,色が見えるコンサートホール,オーケストラが演奏しているが、楽器からは音の代わりに色鮮やかな絵の具のようなものが噴き出し、空間を彩っている様子を生成してください。
2029/10/06,木,No.04209,水晶仕掛けの渡り鳥,体が透明な水晶でできており、内部の歯車が精密に動くことで羽ばたいている機械の渡り鳥の群れを描いてください。
2029/10/07,金,No.04210,記憶で火をおこす男,凍える雪山で、遭難した男が自分の過去の「温かい記憶」を本から取り出し、それを薪のようにして火をおこしている様子を生成してください。
2029/10/08,土,No.04211,重力が逆転したスラム街,空中に逆さまにスラム街が形成されており、人々が「上」に向かって落ちないように鎖やロープで建物を固定している風景を生成してください。
2029/10/09,日,No.04212,音を食べる森,木々が音を吸収してしまう静寂の森。動物たちが口を開けても声は出ず、代わりに口から音の「残骸」のような光の粒がこぼれている様子を描いてください。
2029/10/10,月,No.04213,海が詰まった砂時計,砂時計の砂の部分が、砂ではなくミニチュアの荒れ狂う海になっており、時間が経つにつれて「上」の海が「下」の海へ滝のように流れ落ちている様子を生成してください。
2029/10/11,火,No.04214,デジタル世界の遊牧民,データが荒野のように広がる仮想空間を、USBメモリや古いフロッピーディスクを荷物として背負い、馬の代わりにバグのような生物に乗って移動する遊牧民を描いてください。
2029/10/12,水,No.04215,悲しみを集める灯台,嵐の海に立つ灯台が、光の代わりに周囲の「悲しみ」を吸い込み、それを燃料にしてぼんやりとした青い光を放っている様子を生成してください。
2029/10/13,木,No.04216,電子回路の生け花,伝統的な和室の床の間に、生花ではなく、光る電子回路やケーブル、基盤を使って「生け花」として美しく生けられている作品を生成してください。
2029/10/14,金,No.04217,眠っている間に進む都市,人々が眠りにつくと、都市そのものが巨大な脚で移動を始め、朝目覚めると全く別の場所にいるという世界の風景を描いてください。
2029/10/15,土,No.04218,中世の騎士とAIアシスタント,重厚な鎧をまとった中世の騎士が馬に乗り、その傍らを小さなドローン型のAIアシスタントが飛び回り、ホログラムで地図を表示して道案内している様子を生成してください。
2029/10/16,日,No.04219,重力が絵の具のキャンバス,アトリエの中で、画家がキャンバスに向かうと、重力が不安定になり、絵の具やパレット、画家自身が予測不可能な方向に「垂れて」いく様子を描いてください。
2029/10/17,月,No.04220,バロック様式の潜水艦,深海を探索する潜水艦が、機能的なデザインではなく、金色の装飾や過剰な曲線を持つバロック建築のような外観をしている様子を生成してください。
2029/10/18,火,No.04221,通勤ラッシュと唯一の魔法使い,満員電車の中で、ビジネススーツの人々にぎゅうぎゅうに押されながら、一人だけとんがり帽子とローブ姿の魔法使いが杖を片手に困った顔で浮いている様子を生成してください。
2029/10/19,水,No.04222,「火に油を注ぐ」消防士,燃え盛る家に向かって、消防士が消火ホースから水ではなく、さらに勢いよく燃え上がる油を真剣な顔で注ぎ続けているシュールな状況を描いてください。
2029/10/20,木,No.04223,空飛ぶクジラの骨格標本,雲の上を、生身の肉はなく骨格標本だけの状態の巨大なクジラが、生きていた時と同じように雄大に泳いでいる姿を生成してください。
2029/10/21,金,No.04224,思考が具現化する刑務所,囚人たちの「悪意」や「後悔」が、黒い霧や不気味な生物として監獄内に実体化し、看守がそれを物理的に掃除している様子を描いてください。
2029/10/22,土,No.04225,撃つたびに花が咲く銃口,ギャングの抗争の真っ只中、銃が発砲されるたびに、弾丸の代わりに色とりどりの美しい花が銃口から咲き乱れ、戦場が花畑に変わっていく様子を描いてください。
2029/10/23,日,No.04226,「悪魔のささやき」を売る露店,賑やかな市場の片隅で、怪しげな商人が瓶詰めやイヤホンに入った「悪魔のささやき」を、まるでリンゴやパンを売るかのように陽気に売っている様子を生成してください。
2029/10/24,月,No.04227,忘却を専門とする考古学者,古代遺跡を発掘している考古学者が、歴史的な遺物を見つけるたびに、それを「忘れさせる」ための特殊な装置を使って慎重に地中に戻している姿を描いてください。
2029/10/25,火,No.04228,江戸時代のハッカー,着物姿のハッカーが、算盤（そろばん）を高速で弾きながら、水墨画のように表示される未来的なデータ空間に侵入（ダイブ）している様子を生成してください。
2029/10/26,水,No.04229,感情によって色が変わる雪,人々の感情に応じて、降ってくる雪の色が変わる街。喜びに満ちたエリアはピンク色の雪が、悲しみに沈むエリアは青い雪が降っている風景を描いてください。
2029/10/27,木,No.04230,星々を紡ぐ巨大なクモ,宇宙空間に、銀河と銀河を繋ぐように巨大なクモが巣を張っており、その糸は星の光でできている幻想的な風景を生成してください。
2029/10/28,金,No.04231,所有者のいない影,人々が行き交う広場で、いくつかの影だけが持ち主である人間から離れて、自由に歩き回ったり、他の影とコミュニケーションを取ったりしている様子を描いてください。
2029/10/29,土,No.04232,笑う葬儀,故人を偲ぶ葬儀の場で、参列者全員が喪服ではなくカラフルな衣装を身につけ、悲しむ代わりに大声で笑い、故人との楽しい思い出を語り合っている光景を生成してください。
2029/10/30,日,No.04233,液体窒素の鍛冶屋,炎ではなく、極低温の液体窒素を使って金属を「鍛える」鍛冶屋。ハンマーを打ち込むたびに、金属が凍りつき、冷たい蒸気が噴き出している様子を描いてください。
2029/10/31,月,No.04234,原始人が操るドローン,石器時代の原始人たちが、マンモスの狩猟に最新型のドローンを使っており、石槍の代わりにドローンからの映像を真剣に見つめている姿を生成してください。
2029/11/01,火,No.04235,うるさい図書館,図書館の静寂が「重罪」とされる世界。司書がメガホンで訪問者を煽り、人々が本を読みながら大声で叫んだり歌ったりしているカオスな図書館を描いてください。
2029/11/02,水,No.04236,嘘を動力源にする機械,嘘をつくとその「嘘エネルギー」を吸収して稼働する巨大な機械。政治家や詐欺師が機械の周りに集まり、必死に嘘をついて機械を動かそうとしている様子を生成してください。
2029/11/03,木,No.04237,ネズミに仕える巨大なドラゴン,巨大で恐ろしいドラゴンが、玉座にふんぞり返る小さな一匹のネズミ（王様）に対して、甲斐甲斐しく紅茶を淹れたり、背中をかいたりして仕えている様子を生成してください。
2029/11/04,金,No.04238,雲でできた高層ビル群,空に浮かぶ都市が、雲を素材にして建てられた高層ビルで構成されている。ビルの形は常に変わり、時には溶けて消えそうになっている様子を描いてください。
2029/11/05,土,No.04239,味のないフルコース,豪華絢爛なフルコース料理がテーブルに並んでいるが、それを食べた人々は皆、全く味がしないかのように無表情で、ただ機械的に食事をしている様子を生成してください。
2029/11/06,日,No.04240,沈黙を編む老婆,静かな部屋で、老婆が編み棒を使って「沈黙」そのものを毛糸のように編み、マフラーやセーターを作っている。編まれたものは音を完全に吸収する。そんな様子を描いてください。
2029/11/07,月,No.04241,勇敢な臆病者,全身を震わせ、涙を流しながらも、巨大な怪物に向かって震える剣を構えて立ち向かう、臆病だが勇敢な騎士の姿を生成してください。
2029/11/08,火,No.04242,使い捨ての不死鳥,炎の中から何度も蘇る不死鳥だが、その炎が非常に弱々しく、蘇るたびに小さく、みすぼらしくなっていく様子を描いてください。
2029/11/09,水,No.04243,海底の天文台,深い海の底に設置された天文台で、天文学者たちが望遠鏡を使い、海面を通して歪んで見える星々や、海の生物と星が重なる奇妙な天体を観測している様子を生成してください。
2029/11/10,木,No.04244,過去へ進む時計,時計の針が逆回転しており、その時計を持っている老人が見る見るうちに若返っていくが、周囲の風景は通常通り時間が進んでいる様子を生成してください。
2029/11/11,金,No.04245,共生する高層ビルと大樹,未来的な高層ビルの中心を、ビルよりも巨大な古木が貫通し、ビルの窓からは枝が、木の幹にはバルコニーが設置され、完全に一体化している都市を描いてください。
2029/11/12,土,No.04246,論理的な狂人,精神病院の一室で、患者が壁一面に非常に高度で難解な数学の数式を書き殴っているが、その数式の内容は「世界の終わり」を論理的に証明しようとするものである様子を描いてください。
2029/11/13,日,No.04247,涙の結晶を採掘する鉱夫,人々の「悲しみの涙」が結晶化する洞窟で、鉱夫たちがヘルメットのライトを頼りに、美しくも冷たい涙の結晶を採掘している様子を生成してください。
2029/11/14,月,No.04248,指先に乗る台風,研究室の机の上で、まるで盆栽のように、指先ほどの大きさのガラスケースの中で完璧な形の台風が渦巻いている様子を描いてください。
2029/11/15,火,No.04249,歌で建物を建てる建築家,建築家が美しい歌を歌うと、その歌声（音波）が物質化し、徐々にレンガや柱となって組み上がり、建物が形成されていくプロセスを生成してください。
2029/11/16,水,No.04250,重い光と軽い闇,光が物理的な重さを持ち、当たると押しつぶされそうになる世界。人々は重い光を避け、逆に物理的に「軽い」闇の中を浮遊するように移動している様子を描いてください。
2029/11/17,木,No.04251,平和のための戦争博物館,戦争の悲惨さを伝える博物館だが、展示されている戦車や戦闘機はすべてパステルカラーに塗られ、花やリボンで過剰に装飾されている様子を描いてください。
2029/11/18,金,No.04252,鋼鉄でできた蝶,工場地帯の煙突から、煙の代わりに鋼鉄でできた無数の蝶が飛び立っていく。羽は錆びており、羽ばたくたびに金属音がする様子を生成してください。
2029/11/19,土,No.04253,未来を忘れる予言者,未来のすべてを見通せる予言者が、その能力の代償として「昨日」の記憶をすべて失ってしまう。人々が未来を尋ねる中、彼は「あなたは誰ですか？」と問い返す。そんな様子を描いてください。
2029/11/20,日,No.04254,甘い香りのする毒沼,見た目は色鮮やかなお菓子や果物が浮かぶ、非常に甘い香りが漂う沼。しかし、その沼に近づいた動物は溶けてしまっている、美しくも恐ろしい風景を生成してください。
2029/11/21,月,No.04255,時間を売る商人,アンティークな店構えで、様々なデザインの懐中時計や砂時計に「1時間」「3日」「10年」といったラベルを付けて販売している商人。買い手は自分の寿命を売買している。そんな光景を描いてください。
2029/11/22,火,No.04256,犬に怯えるオオカミの群れ,雪深い森の中で、オオカミの群れが、たった一匹の小さなチワワに怯え、群れ全体で後ずさりしている情けない様子を生成してください。
2029/11/23,水,No.04257,雲を貫く巨大なキノコ,地平線まで広がる平原に、一本だけ、成層圏に達するほど巨大なキノコが生えており、その傘の上には別の生態系が築かれている様子を描いてください。
2029/11/24,木,No.04258,音が燃える世界,人々が話したり、楽器を演奏したりすると、その「音」が物理的な炎となって燃え上がる世界。静かな会話は小さな蝋燭の火、叫び声は火炎放射のように描いてください。
2029/11/25,金,No.04259,生きた建築,建物が生物であり、呼吸し、成長し、時には病気になる世界。建築家ではなく「獣医」が建物を診断し、壁に聴診器を当てている様子を生成してください。
2029/11/26,土,No.04260,蝶の羽で航行する飛行船,巨大な飛行船が、エンジンやプロペラではなく、船体の両脇に取り付けられた巨大な蝶の羽（アゲハ蝶のような模様）をゆっくりと羽ばたかせて空を飛んでいる様子を描いてください。
2029/11/27,日,No.04261,上昇する滝,川の流れが重力に逆らい、崖の下から上へと勢いよく「登って」いく滝の風景。水しぶきも空に向かって飛んでいる様子を生成してください。
2029/11/28,月,No.04262,記憶を食べる本,図書館にある一冊の魔導書。それを開くと、読んだ人間の「最も大切な記憶」が吸い取られ、本のページにその記憶が新たな物語として書き加えられていく様子を描いてください。
2029/11/29,火,No.04263,原子核の中の都市,電子顕微鏡の映像のように、極小の原子核の内部に、高層ビルが立ち並ぶ広大な未来都市が広がっている様子を生成してください。
2029/11/30,水,No.04264,石炭で動く月,夜空に浮かぶ月が、実は巨大な蒸気機関で動いており、クレーターからは石炭を燃やす黒い煙がモクモクと立ち上っている様子を描いてください。
2029/12/01,木,No.04265,怒りを養分にする花,人々が怒りや憎しみの感情をぶつけると、そのネガティブな感情を養分として、逆にこの世のものとは思えないほど美しく清らかな花を咲かせる植物を描いてください。
2029/12/02,金,No.04266,データが化石になる地層,未来の考古学者が、デジタルデータの「化石」が埋まった地層を発掘している。USBメモリやQRコードの形をした化石が発掘されている様子を生成してください。
2029/12/03,土,No.04267,夢で見た傷が現実にも,眠っている間に夢の中で怪物に腕を引っかかれると、朝目覚めた時、現実の自分の腕にも全く同じ傷跡が残っている。その傷跡を見て愕然とする人物を描いてください。
2029/12/04,日,No.04268,SF世界に迷い込んだ戦国武将,サイバーパンクなネオン街の交差点に、鎧兜をまとった戦国武将が刀を構え、周囲を飛ぶドローンやホログラム広告を警戒している様子を生成してください。
2029/12/05,月,No.04269,円周率が描く空模様,空に浮かぶ雲や星の配置が、円周率（3.14159...）の数列のパターン通りに正確に並んでおり、天文学者がそれを解読しようと空を見上げている様子を描いてください。
2029/12/06,火,No.04270,キュビズムで描かれた禅の庭,日本の静謐な禅の庭（枯山水）が、ピカソのキュビズムのように、あらゆる角度から見た視点が同時に存在する多角的な構図で描かれている様子を生成してください。
2029/12/07,水,No.04271,オフィスの給湯室にいる人魚,普通のオフィスビルの給湯室で、コーヒーを淹れようとしているOLの隣で、人魚がマグカップを持って自分の順番を待っている。人魚の下半身はシンクに浸かっている。そんな光景を描いてください。
2029/12/08,木,No.04272,「絵に描いた餅」を食べる人々,壁に掛けられた「美味しそうな餅」の絵から、人々が手を伸ばして本当に餅を取り出し、美味しそうに食べているシュールな光景を生成してください。
2029/12/09,金,No.04273,金属を食べる草食動物,サバンナで、キリンやシマウマが草ではなく、錆びた鉄骨や自動車のスクラップをムシャムシャと食べている。彼らの歯は金属を噛み砕けるよう進化している。そんな生態系を描いてください。
2029/12/10,土,No.04274,言葉が結晶化する寒い国,あまりにも寒い国で、人々が話す言葉（息）が凍りつき、意味を持った氷の結晶となって地面に落ちていく。人々はそれを拾い集めている。そんな風景を生成してください。
2029/12/11,日,No.04275,未来を見てから過去を選ぶ,未来の出来事（結果）が先に起こり、その後でその原因となる過去の行動を選ぶ必要がある世界。人々は結果を見てから、必死に「なぜそうなったか」の行動を演じている。そんな様子を描いてください。
2029/12/12,月,No.04276,「愛」という文字でできた橋,深い谷にかかる橋が、物理的な素材ではなく、無数の「愛」という文字が立体的に組み合わさってできている。人々はその橋を渡っている。そんな光景を生成してください。
2029/12/13,火,No.04277,忘れられたアイデアの墓場,人々が思いついたものの実行しなかったアイデアや、忘れ去られた夢が「墓標」として並ぶ広大な墓地。墓標には「未完成の小説」や「叶わなかった旅行」と書かれている。そんな風景を描いてください。
2029/12/14,水,No.04278,畳が波打つ海,和室の部屋一面に敷かれた畳が、まるで海のように激しく波打ち、畳の波間から魚が飛び跳ねている奇妙な光景を生成してください。
2029/12/15,木,No.04279,絵筆に選ばれたくない画家,偉大な絵筆が、自分の持ち主となる画家を選びにくるが、画家たちはその絵筆に選ばれると魂を吸い取られると信じており、必死に隠れたり逃げたりしている様子を描いてください。
2029/12/16,金,No.04280,憎しみで凍りつく太陽,人々の憎しみが強すぎた結果、太陽が熱を失い、表面から徐々に凍りついていく。空が暗くなり、地球が氷河期に向かう様子を生成してください。
2029/12/17,土,No.04281,経験豊かな赤ん坊,見た目は生後数ヶ月の赤ん坊だが、その目つきは老獪な賢者のように鋭く、哺乳瓶を片手に、難しい哲学書を読んでいる姿を描いてください。
2029/12/18,日,No.04282,1光年離れた自販機,喉が渇いた男が、目の前にある自動販売機にコインを入れようとするが、「目的地まで1光年」と表示され、自販機が果てしなく遠くに見える。そんな空間が歪んだ場所を描いてください。
2029/12/19,月,No.04283,青いリンゴの味のする雷鳴,雷が鳴るたびに、口の中に青リンゴの爽やかな味が広がる世界。人々は雷が鳴ると空に向かって口を開けている。そんな様子を生成してください。
2029/12/20,火,No.04284,浮遊するアンカー（錨）,巨大な船の錨（アンカー）が、船を固定するどころか、船ごとゆっくりと空に浮かび上がらせてしまっている。船員たちは慌てている。そんな光景を描いてください。
2029/12/21,水,No.04285,家具が外壁の家,家の内部には何もなくガランとしているが、家の外壁にソファや本棚、ベッドなどのすべての家具が張り付いている奇妙な家を生成してください。
2029/12/22,木,No.04286,静止した爆発,都市の中心で大爆発が起こった瞬間、時間が完全に停止し、爆風や破片、炎が空中で固定されたままになっている。人々はその周りを平然と歩いている。そんな風景を描いてください。
2029/12/23,金,No.04287,音を出す懐中電灯,懐中電灯のスイッチを入れると、光の代わりに「音（叫び声や音楽）」がビームのように発射され、暗闇を「音」で満たしていく様子を描いてください。
2029/12/24,土,No.04288,咲き続ける枯れ木,完全に枯れてミイラ化した大木が、季節外れの満開の桜を咲かせている。花びらは生き生きとしているが、幹や枝は死んでいる。そんな矛盾した姿を生成してください。
2029/12/25,日,No.04289,目玉が指先より小さい巨人,山のように巨大な巨人が街を歩いているが、その体躯に不釣り合いなほど、目玉だけが人間の指先ほどの大きさしかなく、必死に目を凝らしている様子を描いてください。
2029/12/26,月,No.04290,ロボットと原始人の共闘,未来的な二足歩行ロボットと、毛皮をまとった原始人が背中合わせになり、共通の敵である恐竜型エイリアンと戦っている様子を生成してください。
2029/12/27,火,No.04291,雨が降ると燃える森,雨粒が地面に落ちると、それがガソリンのように発火し、森が燃え上がる世界。人々は雨が降ると必死に「傘」ではなく「防火シールド」を広げる。そんな様子を描いてください。
2029/12/28,水,No.04292,群衆になった個人,一人の人間が歩いているうちに、徐々に分裂し、同じ顔、同じ服装の「群衆」となって広場を埋め尽くしていく。しかし、元は一人である。そんな奇妙な光景を描いてください。
2029/12/29,木,No.04293,「平和」という名の怪物,「平和」という抽象的な概念が、人々を管理し、少しでも争いの兆候を見せるとその人を「食べてしまう」恐ろしい怪物として具現化している世界を描いてください。
2029/12/30,金,No.04294,必然的なサイコロ,ギャンブラーがサイコロを振ると、それは偶然ではなく、必ず「6」の目しか出ない。何度振っても「6」しか出ないことに、ギャンブラーは喜びではなく恐怖を感じている。そんな様子を生成してください。
2029/12/31,土,No.04295,単純すぎる宇宙の法則,宇宙の真理を探究する科学者が、ついに宇宙のすべてを説明する最終法則を発見するが、それは「1+1=2」というあまりにも単純な数式だった。その前で愕然とする科学者を描いてください。
