日付,曜日,テーマNo,テーマ ( タイトル ),AIへの命令文の例
2028/10/04,月,No.03842,平和ボケした武器,戦場で使われるはずの戦車や戦闘機が、カラフルな花柄にペイントされ、公園の遊具として子供たちに使われている。
2028/10/05,火,No.03843,甘い毒薬,非常に美しい装飾が施された小瓶に入った、虹色に輝く液体（毒薬）。それを飲もうとする人物は、至福の表情を浮かべている。
2028/10/06,水,No.03844,知識が重すぎて動けない学者,あまりにも多くの本を読みすぎたため、その知識が物理的な重みとなって学者にのしかかり、床に積まれた本の山の中で身動きが取れなくなっている。
2028/10/07,木,No.03845,声が形になる世界,人々が話すと、その声が息の代わりに具体的な形（花、ナイフ、蝶など）となって口から飛び出し、宙を舞っている。
2028/10/08,金,No.03846,時間を逆走する川,川の水が海から山頂に向かって、勢いよく逆流している。その川に沿って、植物も枯れた状態から芽吹く状態へと逆行している。
2028/10/09,土,No.03847,プラスチックの森,木々や草花、動物たちまで、すべてが色とりどりのプラスチック（ビニールやペットボトル）でできた森。しかし、そこには本物のような生態系が存在している。
2028/10/10,日,No.03848,他人の夢にダイブする探偵,探偵が、依頼人の頭に特殊なヘルメットを装着させ、自分もケーブルで繋がって、依頼人が見る悪夢（混沌とした風景）の中に入り込み、事件の真相を探っている。
2028/10/11,月,No.03849,浮世絵で描かれた火星の日常,江戸時代の浮世絵のタッチで、火星の赤い大地に建てられた日本家屋、着物姿の火星人（タコ型）、空を飛ぶ木製の宇宙船などが描かれた風景。
2028/10/12,火,No.03850,沈黙を競うオークション,豪華なオークション会場で、人々が「沈黙」（いかに静かにできるか）を競り落としている。最も静かな入札者（身振り手振りも最小限）が高価な「静寂の壺」を落札する。
2028/10/13,水,No.03851,命を吸う鏡,美しいアンティークの鏡。その鏡を覗き込むと、鏡の中の自分はどんどん若返っていくが、現実の自分は逆に急速に老いていく。
2028/10/14,木,No.03852,砂漠に降る雪,灼熱の太陽が照りつける広大な砂漠に、雪が激しく降り積もっている。砂丘は白く覆われているが、雪は溶けることなく砂と混ざり合っている。
2028/10/15,金,No.03853,幽霊を怖がるお化け屋敷のオバケ,お化け屋敷で脅かす役のオバケ（ろくろ首や一つ目小僧）が、本物の（？）小さな幽霊の女の子に遭遇し、本気で怯えて逃げ回っている。
2028/10/16,土,No.03854,味のないフルコース,高級レストランで、見た目は完璧で非常に美味しそうなフルコース料理（前菜からデザートまで）が並んでいるが、食べた客は全員、全く味がしないことに困惑している。
2028/10/17,日,No.03855,怒りを動力源にする街,街全体の電力や動力が、市民の「怒り」によって賄われている。人々は街角の「怒鳴りボックス」で叫ぶことで街に貢献し、街は常に活気（と怒声）に満ちている。
2028/10/18,月,No.03856,デジタル世界のシャーマン,最先端のVR空間（サイバースペース）で、伝統的なシャーマンの衣装を着た人物が、データのバグやウイルスを「悪霊」として祓う儀式を行っている。
2028/10/19,火,No.03857,空飛ぶクジラの背に乗る遊牧民,巨大なクジラが雲海の上を悠々と泳いでおり、その背中にはテント（パオ）が張られ、遊牧民の家族が家畜（空飛ぶヤギ）と共に暮らしている。
2028/10/20,水,No.03858,影を縫い付ける仕立て屋,仕立て屋が、客（自分の影から逃げたい人）の影が本人から離れないように、特殊な光る糸を使って影を地面や壁に縫い付けている。
2028/10/21,木,No.03859,記憶を売る闇市,路地裏の怪しげな市場で、人々が自分の記憶（幸せな思い出、辛い記憶）が詰まった小瓶やUSBメモリを売買している。
2028/10/22,金,No.03860,水中で燃える火,深い海の底、沈没船のそばで、キャンプファイヤーのように木材が組まれ、水中にもかかわらず勢いよく炎を上げて燃えている。魚たちがその周りを泳いでいる。
2028/10/23,土,No.03861,笑い声で凍る湖,人々が楽しそうに笑うと、その笑い声に反応して湖の水面が端から急速に凍りついていく。静かになると氷は溶ける。
2028/10/24,日,No.03862,銅像になったストリートパフォーマー,広場でパフォーマンス（パントマイム）をしていたストリートパフォーマーが、そのポーズのまま本当に青銅の像に変わってしまい、鳩が頭に止まっている。
2028/10/25,月,"No.03863""",秩序正しいジャングル,熱帯雨林のジャングルだが、すべての木々や蔓、花が、まるで整然としたイギリス式庭園のように、完璧な幾何学模様や直線に刈り込まれている。
2028/10/26,火,No.03864,紙でできた嵐,海の上で巨大な嵐が発生しているが、その嵐が巻き上げているのは海水や雲ではなく、無数の本や新聞紙、手紙のページである。
2028/10/27,水,No.03865,自分の尻尾を追いかける賢者,非常に賢く威厳のある賢者（長い髭の老人）が、子供のように夢中になって、自分の尻尾（もし生えていたら、という仮定）を捕まえようと、その場でクルクル回っている。
2028/10/28,木,No.03866,モノクロ映画の中の現実,映画館のスクリーンに映るモノクロ映画。しかし、スクリーンの中の登場人物（例えば、探偵）だけが、スクリーンから半身を乗り出して、カラフルな現実世界の観客に話しかけている。
2028/10/29,金,No.03867,天国への行列に飽きた天使,天国の門の前には、聖人や善人たちの長い行列ができている。しかし、門番をしている天使は、その単調な仕事に飽き飽きして、あくびをしたり、スマホをいじったりしている。
2028/10/30,土,No.03868,ノイズを奏でるバイオリニスト,コンサートホールで、タキシードを着たバイオリニストが、非常に高価そうなバイオリン（ストラディバリウス）を使い、意図的に耳障りなノイズや不協和音だけを真剣な表情で奏でている。
2028/10/31,日,No.03869,肉体を持つインターネット,インターネットの「情報」が、物理的な肉体（人間や動物の形）を持って街を歩き回っている。フェイクニュースは醜い怪物の姿、知識は賢者の姿をしている。
2028/11/01,月,No.03870,主（あるじ）より賢い魔法の剣,勇者が魔法の剣を掲げているが、その剣（柄の部分に顔がある）が勇者に向かって「違う、そっちじゃない」「もっと腰を入れろ」とダメ出しをしている。
2028/11/02,火,No.03871,空腹な金庫,銀行の巨大な金庫室。しかし、金庫が求めているのは金塊や現金ではなく、新鮮な果物や美味しい料理であり、口のように開いた扉で食べ物を要求している。
2028/11/03,水,No.03872,垂直な川,街の真ん中を、川が地面と垂直に、つまり空に向かって（あるいは空から地面に）まっすぐな「水の壁」として流れている。
2028/11/04,木,No.03873,優しい独裁者,国民から絶大な人気を誇る独裁者。彼は常に笑顔で、子供を抱き上げたり、貧しい人々に食事を配ったりしているが、その背後には武装した秘密警察が国民を監視している。
2028/11/05,金,No.03874,色を失った虹,雨上がりの空に虹がかかっているが、その虹は七色ではなく、すべてが灰色（グラデーション）になっている。人々はそれを見て絶望している。
2028/11/06,土,No.03875,出口しかない迷路,入るための入り口がどこにも存在しない、巨大で複雑な迷路。人々は迷路の内側で生まれ、唯一の「出口」を探して彷徨っている。
2028/11/07,日,No.03876,文字通りの「炎上」,SNS（スマホ画面）で「炎上」している投稿。そのスマホが、比喩ではなく物理的に発火し、激しく燃えている。持ち主は慌てて水をかけようとしている。
2028/11/08,月,No.03877,眠らない街の永眠,24時間ネオンが輝き続ける「眠らない街」。しかし、その街の住民も建物も、すべてが深い眠り（活動停止）に陥っており、ネオンだけが虚しく点滅している。
2028/11/09,火,No.03878,ガラスで編んだセーター,透明なガラスの繊維で編まれた、非常に繊一だが重くて硬そうなセーター。それを着ている人物は、動きにくそうにしている。
2028/11/10,水,No.03879,歌うことで相手を呪う聖歌隊,純白の衣装を着た美しい聖歌隊が、教会で神々しい賛美歌を歌っている。しかし、その歌声は実際には強力な呪いであり、聞いている人々が苦しみだす。
2028/11/11,木,No.03880,地中に沈む摩天楼,かつて栄華を極めた未来的な摩天楼群が、まるで砂漠の砂に沈むように、ゆっくりと地中に沈んでいき、ビルの先端だけが地上に見えている。
2028/11/12,金,No.03881,自分の顔を忘れた人々,街を歩く人々が、全員「のっぺらぼう」のように顔がない。彼らは鏡やショーウィンドウを見て、自分の顔を必死に思い出そうとしている（あるいは、他人の顔を描こうとしている）。
2028/11/13,土,No.03882,有毒な楽園,見た目は息をのむほど美しい熱帯の島。色鮮やかな花が咲き乱れ、青い海が広がっているが、空気も水も植物もすべてが猛毒で、防護服なしでは一瞬も生きられない。
2028/11/14,日,No.03883,過去の自分とチェスをする老人,公園のベンチで、一人の老人がチェス盤を挟んで座っている。対戦相手は、若かりし頃の自分（服装や髪型が違う）の幻影であり、真剣に勝負している。
2028/11/15,月,No.03884,コンクリートのジャングル（文字通り）,大都市のビル群が、本物のジャングルの木々のように無秩序に成長し、蔓（ケーブル）を絡ませ合い、コンクリートの葉を茂らせている。
2028/11/16,火,No.03885,感情のないロマンチスト,見た目は無表情で感情の起伏が全くないロボットが、非常にロマンチックな行動（夕焼けの見える丘で花束を差し出す、詩を書くなど）をとっている。
2028/11/17,水,No.03886,重すぎる光と軽すぎる闇,太陽から放たれる光が、まるで鉛のように重く、地面に当たるとクレーターを作る。一方、夜の闇は非常に軽く、風船のように空に浮かんでいく。
2028/11/18,木,No.03887,成功者の廃墟,大成功を収めた（トロフィーや賞状が散乱している）豪華なペントハウス。しかし、持ち主は不在で、部屋は完全に荒廃し、廃墟と化している。
2028/11/19,金,No.03888,浮遊する墓地,墓石や十字架が、重力に逆らって空中に浮かんでいる墓地。人々は、気球やハシゴを使って、浮かぶ墓に花を手向けようとしている。
2028/11/20,土,No.03889,音符でできた鳥,五線譜の上を飛んでいる鳥。しかし、その鳥の体はすべて音符（ト音記号、四分音符など）で構成されており、飛びながら音楽を奏でている。
2028/11/21,日,No.03890,嘘発見器をパスする正直者,正直者で有名な人物が嘘発見器にかけられている。彼は「私は嘘つきだ」と真実（？）を語るが、嘘発見器は「真実」と判定し、混乱して煙を吹く。
2028/11/22,月,No.03891,海に沈んだ砂漠,海底（魚やサンゴ礁が見える）に、広大な砂漠（砂丘、サボテン）が広がっている奇妙な風景。
2028/11/23,火,No.03892,未来の化石,未来の地層から発掘された「化石」。それは、スマートフォンやペットボトル、ドローンなど、現代の（あるいは未来の）人工物の化石である。
2028/11/24,水,No.03893,透明な壁にぶつかる鳥,鳥たちが青空を飛んでいるが、何もないはずの空中に見えない「透明な壁」があり、次々とぶつかって落ちていく。（空が偽物であるかのような）
2028/11/25,木,No.03894,アナログなAI,最新のAI（人工知能）が、巨大な蒸気機関や歯車、パンチカードで動く、非常にアナログでレトロフューチャーな機械の姿で描かれている。
2028/11/26,金,No.03895,静かなる絶叫,美術館に飾られた肖像画。描かれた人物（貴婦人）は、口を固く閉じているが、その目や表情は、声にならない凄まじい絶叫を上げている。
2028/11/27,土,No.03896,悪夢を売る店,人々が「良い夢」を見るために「悪夢」を買い取る（引き受ける）店。店主は、客から引き取った悪夢（黒い球体）を棚に並べている。
2028/11/28,日,No.03897,自分の意志で動くタトゥー,人物の腕に彫られた龍のタトゥー。そのタトゥーが、本人の意志とは関係なく、腕の上を自由に動き回り、時には腕から飛び出して独立して行動しようとしている。
2028/11/29,月,No.03898,枯れた世界樹,世界を支えるとされる巨大な「世界樹」。しかし、その木は完全に枯れており、枝は折れ、葉は一枚もない。だが、その枯れ木からなぜか新しい生命（小さな光）が生まれようとしている。
2028/11/30,火,No.03899,臆病な救世主,世界を救う運命にある「救世主」。しかし、本人はその重責に耐えられず、マントを被って部屋の隅で「誰か他の人にやらせて」と泣きながら震えている。
2028/12/01,水,No.03900,論理的な幽霊,自分は死んでいる（非論理的）だが、なぜここに存在するのかを、物理法則や数学（論理）を使って必死に説明（証明）しようとしている幽霊。
2028/12/02,木,No.03901,ダイヤモンドの雨が降るスラム街,最も貧しいスラム街に、空から大粒のダイヤモンドが雨のように降り注いでいる。しかし、住民たちはそれを拾うでもなく、ただの厄介な「硬い雨」として傘で避けている。
2028/12/03,金,No.03902,無人の玉座,豪華絢爛な城の一番奥にある、巨大で威厳のある玉座。しかし、そこには王の姿はなく、代わりに一匹の野良猫が丸くなって眠っている。
2028/12/04,土,No.03903,氷河期に咲くハイビスカス,すべてが氷と雪で覆われた極寒の地（氷河期）。その氷の割れ目から、場違いな真紅のハイビスカスが、凍ることなく元気に咲いている。
2028/12/05,日,No.03904,戦う平和主義者,「平和」や「愛」と書かれたプラカードを盾にし、ハトの模型が先端についた槍（武器）を持って、戦争を止めるために（皮肉にも）戦場で戦っている活動家。
2028/12/06,月,No.03905,子供に諭される裁判官,法廷で、威厳のある法服を着た裁判官が、証言台に立った幼い子供から「本当に大切なこと」を諭され、ぐうの音も出ずに真剣に聞き入っている。
2028/12/07,火,No.03906,円周率の森,森の木々が、円周率（3.14159...）の数列の順序と規則性に従って、完璧なパターンで生えている。上空から見ると、森全体が巨大な円周率の模様を描いている。
2028/12/08,水,No.03907,影のない世界,強い太陽が照っているにもかかわらず、人や建物、木々など、すべてのものに一切の「影」が存在しない世界。風景は非常に平面的で、奇妙な違和感がある。
2028/12/09,木,No.03908,甘い香りのする地獄,地獄の風景（炎、拷問など）が描かれているが、そこからは硫黄の匂いではなく、綿菓子や焼きたてのクッキーのような、非常に甘く誘惑的な香りが漂っている。
2028/12/10,金,No.03909,記憶を逆再生する老人,老人が、赤ん坊に向かって歩き（後ろ歩き）、徐々に若返っていく。彼の人生が、死から誕生に向かって逆再生されている。
2028/12/11,土,No.03910,文字が消えていく図書館,図書館の本棚に並ぶ本。しかし、開くと同時にそのページから文字がパラパラと剥がれ落ち、ただの白紙に戻っていく。司書は必死に文字を集めている。
2028/12/12,日,No.03911,重力方向がバラバラな街,エッシャーのだまし絵のように、ある人は壁を歩き、ある人は天井からぶら下がり、ある人は普通に地面を歩いている。それぞれの重力方向が異なる人々が共存する街。
2028/12/13,月,No.03912,泣き虫な暴君,国民を恐怖で支配する冷酷な暴君。しかし、自分の部屋に戻ると、些細なこと（ペットが懐かないなど）で、子供のように声を上げて泣きじゃくっている。
2028/12/14,火,No.03913,雑草だらけの整地された庭,完璧に手入れされ、整地された（石や砂利が敷き詰められた）日本庭園。しかし、その庭を覆い尽くすように、生命力溢れる雑草（タンポポやスギナ）が猛烈な勢いで生い茂っている。
2028/12/15,水,No.03914,音を視覚化する耳栓,特殊な耳栓をすると、周囲の音（会話、音楽、車の音）が、カラフルな光の粒子やオーロラのような模様として目に見えるようになる。
2028/12/16,木,No.03915,水よりもろい鋼鉄,鋼鉄でできた巨大な橋。しかし、その鋼鉄は水や風に触れると、クッキーのようにボロボロと崩れ落ちていく。
2028/12/17,金,No.03916,真実を映す歪んだ鏡,覗き込むと、その人の「真実の姿（内面や本性）」を映し出す鏡。しかし、鏡自体が物理的にひどく歪んでいるため、映る姿も醜く歪んで見える。
2028/12/18,土,No.03917,生きたまま化石になる人々,街の人々が、日常生活の最中（歩いている、食事をしている）に、そのポーズのまま徐々に石化（化石化）していく。本人はそのことに気づいていない。
2028/12/19,日,No.03918,色を盗む泥棒,美術館に忍び込んだ泥棒。彼が盗んでいるのは絵画そのものではなく、絵画から「特定の色（例えば、フェルメール・ブルー）」だけを特殊な装置で吸い取っている。
2028/12/20,月,No.03919,喜びを拒否する天国,天国にたどり着いた魂。そこは完璧な楽園だが、魂は「こんな場所は退屈だ」と、天使が差し出す喜びや幸福（光る果実など）を頑なに拒否している。
2028/12/21,火,No.03920,デジタルな原始人,原始時代。ネアンデルタール人たちが焚き火を囲んでいるが、彼らが使っているのは石器ではなく、タブレット端末やスマートフォンであり、壁画（洞窟アート）もデジタルで描いている。
2028/12/22,水,No.03921,無限に続く廊下（ただし狭い）,高級ホテルのような豪華な廊下。しかし、その廊下は無限に続いているように見える。さらに悪いことに、壁が徐々に狭まってきており、前に進むことも戻ることもできなくなりつつある。
2028/12/23,木,No.03922,笑顔の仮面を外せないピエロ,サーカスが終わり、楽屋に戻ったピエロ。メイクを落とそうとするが、その笑顔のメイク（あるいは仮面）が顔に張り付いて、どうしても外すことができない。
2028/12/24,金,No.03923,地下世界に広がる星空,暗い洞窟の地下深く。その天井には、地上の夜空よりも明るく、無数の星々（銀河や星雲）が輝いている。
2028/12/25,土,No.03924,沈むことを忘れた船,何百年も前に沈没したはずの帆船が、ボロボロの姿のまま、なぜか海の底ではなく海面（水上）に浮かび続けている。重力を失ったかのように。
2028/12/26,日,No.03925,自分の物語を書き換える登場人物,小説の登場人物が、自分に与えられた運命（例えば、死ぬこと）が気に入らず、作者が書いている原稿（空中に浮かぶ文字）を自らペンで修正し、物語を変えようとしている。
2028/12/27,月,No.03926,歩く辞書,辞書そのものが手足を持ち、街を歩いている。人々が分からない言葉を尋ねると、そのページを開いて見せてくれるが、非常に無愛想である。
2028/12/28,火,No.03927,腐敗した純粋さ,純粋無垢の象徴である赤ん坊や白いユリ。しかし、それらが内側から腐敗し、ドロドロに溶けたり、異臭を放ったりしている。
2028/12/29,水,No.03928,無秩序な図書館,図書館の本が、ジャンルや著者名に関係なく、完全にランダム（あるいはカオスな法則）で本棚に並べられている。司書は「この方が見つかりやすい」と主張している。
2028/12/30,木,No.03929,捕食者のいない生態系,自然界（サバンナなど）。ライオンもチーターも存在するが、彼らは草食動物（シマウマなど）を襲わず、全員が仲良く草や果物を食べている。
2028/12/31,金,No.03930,音の化石,古代の地層から、音（太古の叫び声や音楽）がそのままの形で結晶化し、化石となって発掘されている。考古学者がそれを耳に当てて聞いている。
